image,name,age,crime,last_seen
000478.jpg,Suresh Gowda,25,Theft,Tumakuru
000479.jpg,Ravi Joshi,30,Kidnapping,Kalaburagi
000480.jpg,Ravi Sharma,30,Fraud,Hubli
000481.jpg,Ajay Yadav,57,Fraud,Dharwad
000482.jpg,Vijay Shetty,42,Robbery,Udupi
000483.jpg,Rahul Singh,30,Forgery,Belagavi
000484.jpg,Nikhil Verma,23,Burglary,Tumakuru
000485.jpg,Prakash Gowda,28,Vehicle Theft,Udupi
000486.jpg,Rahul Patel,58,Assault,Tumakuru
000487.jpg,Mahesh Verma,56,Assault,Bangalore
000488.jpg,Kiran Naik,34,Smuggling,Mangalore
000489.jpg,Suresh Yadav,39,Kidnapping,Hubli
000490.jpg,Prakash Gupta,34,Fraud,Shivamogga
000491.jpg,Vijay Verma,32,Cyber Crime,Mangalore
000492.jpg,Deepak Gowda,27,Assault,Mysore
000493.jpg,Rohan Yadav,36,Fraud,Shivamogga
000494.jpg,Varun Das,58,Fraud,Kalaburagi
000495.jpg,Rahul Naik,35,Theft,Mangalore
000496.jpg,Karthik Singh,20,Smuggling,Mangalore
000497.jpg,Mahesh Gupta,24,Fraud,Tumakuru
000498.jpg,Arjun Yadav,33,Theft,Bangalore
000499.jpg,Karthik Singh,36,Assault,Mysore
000500.jpg,Sunil Yadav,54,Smuggling,Tumakuru
000501.jpg,Vivek Yadav,21,Kidnapping,Bangalore
000502.jpg,Akash Das,32,Smuggling,Mangalore
000503.jpg,Arjun Das,21,Cyber Crime,Bangalore
000504.jpg,Kiran Yadav,31,Fraud,Belagavi
000505.jpg,Mahesh Verma,46,Cyber Crime,Shivamogga
000506.jpg,Kiran Gowda,42,Cyber Crime,Belagavi
000507.jpg,Manoj Singh,20,Cyber Crime,Kalaburagi
000508.jpg,Amit Sharma,55,Kidnapping,Bangalore
000509.jpg,Ajay Yadav,45,Vehicle Theft,Mysore
000510.jpg,Vijay Nair,27,Kidnapping,Udupi
000511.jpg,Sunil Verma,31,Assault,Dharwad
000512.jpg,Sunil Yadav,50,Fraud,Mangalore
000513.jpg,Arjun Yadav,38,Vehicle Theft,Hubli
000514.jpg,Karthik Sharma,54,Forgery,Dharwad
000515.jpg,Sunil Gupta,60,Cyber Crime,Dharwad
000516.jpg,Suresh Patel,30,Smuggling,Bangalore
000517.jpg,Suresh Joshi,21,Cyber Crime,Mangalore
000518.jpg,Vivek Shetty,56,Theft,Kalaburagi
000519.jpg,Rahul Das,43,Kidnapping,Mangalore
000520.jpg,Arjun Gowda,39,Vehicle Theft,Kalaburagi
000521.jpg,Sunil Sharma,40,Smuggling,Hubli
000522.jpg,Amit Sharma,45,Cyber Crime,Udupi
000523.jpg,Akash Sharma,32,Theft,Tumakuru
000524.jpg,Kiran Joshi,52,Assault,Dharwad
000525.jpg,Mahesh Verma,27,Assault,Kalaburagi
000526.jpg,Akash Nair,59,Kidnapping,Shivamogga
000527.jpg,Deepak Kumar,27,Burglary,Mysore
000528.jpg,Rahul Patel,59,Assault,Hubli
000529.jpg,Deepak Gupta,23,Vehicle Theft,Belagavi
000530.jpg,Vivek Kumar,45,Burglary,Tumakuru
000531.jpg,Akash Naik,45,Assault,Mangalore
000532.jpg,Varun Yadav,36,Vehicle Theft,Hubli
000533.jpg,Ravi Shetty,59,Kidnapping,Udupi
000534.jpg,Varun Shetty,37,Fraud,Udupi
000535.jpg,Anil Rao,42,Cyber Crime,Dharwad
000536.jpg,Nikhil Reddy,45,Smuggling,Hubli
000537.jpg,Suresh Rao,47,Fraud,Udupi
000538.jpg,Amit Shetty,25,Fraud,Belagavi
000539.jpg,Akash Rao,58,Vehicle Theft,Shivamogga
000540.jpg,Prakash Patel,49,Kidnapping,Bangalore
000541.jpg,Mahesh Gowda,20,Assault,Bangalore
000542.jpg,Rohan Gowda,31,Theft,Kalaburagi
000543.jpg,Nikhil Singh,24,Kidnapping,Hubli
000544.jpg,Vijay Gupta,20,Cyber Crime,Bangalore
000545.jpg,Prakash Nair,31,Assault,Udupi
000546.jpg,Ajay Singh,30,Kidnapping,Dharwad
000547.jpg,Nikhil Rao,56,Fraud,Belagavi
000548.jpg,Manoj Patel,58,Burglary,Dharwad
000549.jpg,Manoj Sharma,52,Vehicle Theft,Dharwad
000550.jpg,Vivek Nair,36,Theft,Dharwad
000551.jpg,Mahesh Verma,30,Assault,Hubli
000552.jpg,Suresh Reddy,51,Kidnapping,Mysore
000553.jpg,Ajay Sharma,35,Assault,Mangalore
000554.jpg,Arjun Patel,20,Assault,Bangalore
000555.jpg,Arjun Rao,24,Robbery,Udupi
000556.jpg,Rahul Joshi,33,Smuggling,Dharwad
000557.jpg,Manoj Joshi,32,Robbery,Udupi
000558.jpg,Mahesh Gowda,24,Fraud,Mysore
000559.jpg,Sunil Verma,23,Cyber Crime,Mangalore
000560.jpg,Nikhil Joshi,52,Theft,Shivamogga
000561.jpg,Karthik Naik,34,Cyber Crime,Udupi
000562.jpg,Karthik Rao,59,Fraud,Shivamogga
000563.jpg,Suresh Shetty,41,Kidnapping,Mangalore
000564.jpg,Varun Naik,28,Fraud,Mysore
000565.jpg,Suresh Sharma,59,Theft,Shivamogga
000566.jpg,Vivek Das,39,Robbery,Belagavi
000567.jpg,Prakash Yadav,24,Robbery,Udupi
000568.jpg,Ajay Das,48,Fraud,Kalaburagi
000569.jpg,Varun Reddy,46,Fraud,Kalaburagi
000570.jpg,Deepak Yadav,29,Vehicle Theft,Belagavi
000571.jpg,Suresh Patel,40,Cyber Crime,Shivamogga
000572.jpg,Karthik Yadav,29,Smuggling,Tumakuru
000573.jpg,Ajay Joshi,34,Burglary,Dharwad
000574.jpg,Amit Joshi,60,Fraud,Udupi
000575.jpg,Sunil Reddy,43,Robbery,Tumakuru
000576.jpg,Arjun Sharma,22,Theft,Shivamogga
000577.jpg,Vivek Reddy,42,Kidnapping,Udupi
000578.jpg,Deepak Nair,58,Burglary,Shivamogga
000579.jpg,Sunil Sharma,21,Theft,Udupi
000580.jpg,Varun Patel,27,Fraud,Hubli
000581.jpg,Prakash Naik,38,Burglary,Udupi
000582.jpg,Karthik Singh,33,Cyber Crime,Hubli
000583.jpg,Ajay Rao,20,Kidnapping,Mangalore
000584.jpg,Vijay Sharma,43,Cyber Crime,Dharwad
000585.jpg,Varun Naik,32,Burglary,Tumakuru
000586.jpg,Vijay Rao,40,Burglary,Mangalore
000587.jpg,Ravi Das,32,Kidnapping,Mangalore
000588.jpg,Suresh Sharma,57,Robbery,Hubli
000589.jpg,Deepak Gowda,25,Forgery,Kalaburagi
000590.jpg,Varun Naik,41,Cyber Crime,Hubli
000591.jpg,Amit Gupta,48,Burglary,Dharwad
000592.jpg,Prakash Yadav,56,Kidnapping,Mangalore
000593.jpg,Karthik Verma,53,Robbery,Shivamogga
000594.jpg,Ajay Patel,43,Kidnapping,Bangalore
000595.jpg,Ravi Yadav,55,Kidnapping,Hubli
000596.jpg,Anil Patel,59,Fraud,Shivamogga
000597.jpg,Rohan Kumar,49,Cyber Crime,Bangalore
000598.jpg,Arjun Singh,32,Burglary,Bangalore
000599.jpg,Amit Reddy,40,Burglary,Mysore
000600.jpg,Manoj Patel,29,Smuggling,Udupi
000601.jpg,Anil Patel,60,Forgery,Udupi
000602.jpg,Deepak Nair,45,Forgery,Belagavi
000603.jpg,Akash Joshi,38,Cyber Crime,Mysore
000604.jpg,Vijay Verma,38,Cyber Crime,Tumakuru
000605.jpg,Suresh Nair,43,Kidnapping,Mangalore
000606.jpg,Vijay Rao,42,Robbery,Dharwad
000607.jpg,Mahesh Gupta,52,Burglary,Belagavi
000608.jpg,Vivek Shetty,47,Forgery,Mysore
000609.jpg,Karthik Verma,33,Forgery,Mysore
000610.jpg,Amit Sharma,50,Vehicle Theft,Belagavi
000611.jpg,Sunil Joshi,30,Robbery,Belagavi
000612.jpg,Varun Singh,43,Kidnapping,Mysore
000613.jpg,Mahesh Gupta,42,Assault,Bangalore
000614.jpg,Rohan Joshi,40,Forgery,Bangalore
000615.jpg,Ajay Gowda,51,Robbery,Bangalore
000616.jpg,Ajay Shetty,23,Robbery,Belagavi
000617.jpg,Nikhil Gupta,47,Assault,Tumakuru
000618.jpg,Sunil Nair,32,Smuggling,Udupi
000619.jpg,Ravi Shetty,31,Smuggling,Shivamogga
000620.jpg,Nikhil Gowda,20,Kidnapping,Kalaburagi
000621.jpg,Manoj Das,37,Robbery,Mangalore
000622.jpg,Suresh Singh,57,Vehicle Theft,Bangalore
000623.jpg,Kiran Joshi,47,Robbery,Mangalore
000624.jpg,Ajay Singh,39,Burglary,Shivamogga
000625.jpg,Kiran Shetty,58,Assault,Belagavi
000626.jpg,Ajay Gowda,41,Forgery,Dharwad
000627.jpg,Vivek Sharma,52,Forgery,Mysore
000628.jpg,Amit Reddy,49,Smuggling,Belagavi
000629.jpg,Sunil Sharma,46,Forgery,Kalaburagi
000630.jpg,Nikhil Sharma,39,Theft,Mysore
000631.jpg,Arjun Patel,56,Theft,Mysore
000632.jpg,Suresh Kumar,40,Smuggling,Tumakuru
000633.jpg,Ajay Singh,23,Vehicle Theft,Tumakuru
000634.jpg,Anil Shetty,34,Fraud,Dharwad
000635.jpg,Arjun Joshi,23,Fraud,Tumakuru
000636.jpg,Rohan Verma,39,Vehicle Theft,Belagavi
000637.jpg,Prakash Yadav,54,Kidnapping,Bangalore
000638.jpg,Kiran Joshi,52,Robbery,Tumakuru
000639.jpg,Vivek Reddy,34,Smuggling,Mysore
000640.jpg,Nikhil Yadav,20,Robbery,Mangalore
000641.jpg,Kiran Das,46,Burglary,Bangalore
000642.jpg,Vijay Gowda,51,Forgery,Mysore
000643.jpg,Rohan Rao,44,Robbery,Mangalore
000644.jpg,Ajay Shetty,38,Forgery,Kalaburagi
000645.jpg,Nikhil Singh,53,Assault,Mangalore
000646.jpg,Arjun Shetty,60,Vehicle Theft,Shivamogga
000647.jpg,Ajay Rao,26,Fraud,Bangalore
000648.jpg,Kiran Gupta,42,Burglary,Bangalore
000649.jpg,Vivek Sharma,28,Smuggling,Hubli
000650.jpg,Mahesh Rao,28,Burglary,Belagavi
000651.jpg,Vijay Sharma,41,Assault,Mangalore
000652.jpg,Vijay Patel,29,Theft,Belagavi
000653.jpg,Manoj Singh,57,Burglary,Udupi
000654.jpg,Rohan Rao,52,Smuggling,Mangalore
000655.jpg,Rahul Shetty,24,Cyber Crime,Shivamogga
000656.jpg,Varun Gowda,30,Forgery,Bangalore
000657.jpg,Karthik Reddy,54,Vehicle Theft,Belagavi
000658.jpg,Amit Patel,40,Kidnapping,Hubli
000659.jpg,Vivek Reddy,46,Burglary,Hubli
000660.jpg,Deepak Sharma,29,Smuggling,Hubli
000661.jpg,Vivek Rao,45,Vehicle Theft,Hubli
000662.jpg,Varun Joshi,49,Cyber Crime,Hubli
000663.jpg,Rahul Gupta,24,Fraud,Mangalore
000664.jpg,Karthik Das,40,Theft,Mangalore
000665.jpg,Kiran Gowda,44,Forgery,Shivamogga
000666.jpg,Rahul Sharma,38,Vehicle Theft,Bangalore
000667.jpg,Mahesh Gupta,37,Vehicle Theft,Mangalore
000668.jpg,Rahul Singh,27,Vehicle Theft,Tumakuru
000669.jpg,Rahul Nair,41,Robbery,Dharwad
000670.jpg,Amit Gowda,32,Cyber Crime,Bangalore
000671.jpg,Ajay Das,45,Burglary,Hubli
000672.jpg,Manoj Sharma,51,Fraud,Mysore
000673.jpg,Rohan Naik,59,Burglary,Tumakuru
000674.jpg,Vivek Nair,54,Theft,Hubli
000675.jpg,Kiran Patel,45,Forgery,Udupi
000676.jpg,Kiran Rao,51,Smuggling,Mangalore
000677.jpg,Ravi Gowda,34,Theft,Belagavi
000678.jpg,Prakash Sharma,23,Robbery,Udupi
000679.jpg,Anil Nair,43,Assault,Mysore
000680.jpg,Vijay Patel,38,Vehicle Theft,Shivamogga
000681.jpg,Manoj Gowda,56,Vehicle Theft,Udupi
000682.jpg,Varun Patel,54,Assault,Mangalore
000683.jpg,Rohan Patel,50,Burglary,Tumakuru
000684.jpg,Deepak Naik,27,Vehicle Theft,Mangalore
000685.jpg,Vivek Rao,28,Fraud,Hubli
000686.jpg,Vivek Nair,33,Cyber Crime,Tumakuru
000687.jpg,Sunil Joshi,49,Kidnapping,Udupi
000688.jpg,Varun Naik,37,Vehicle Theft,Mysore
000689.jpg,Karthik Reddy,34,Kidnapping,Dharwad
000690.jpg,Sunil Gowda,28,Robbery,Dharwad
000691.jpg,Arjun Das,53,Kidnapping,Dharwad
000692.jpg,Arjun Patel,24,Smuggling,Udupi
000693.jpg,Vijay Singh,32,Smuggling,Shivamogga
000694.jpg,Akash Sharma,21,Cyber Crime,Bangalore
000695.jpg,Vivek Patel,53,Cyber Crime,Udupi
000696.jpg,Vivek Kumar,46,Smuggling,Bangalore
000697.jpg,Ajay Naik,24,Burglary,Belagavi
000698.jpg,Sunil Kumar,28,Fraud,Mangalore
000699.jpg,Mahesh Patel,52,Burglary,Udupi
000700.jpg,Rahul Joshi,24,Robbery,Shivamogga
000701.jpg,Rahul Nair,42,Assault,Dharwad
000702.jpg,Suresh Nair,25,Vehicle Theft,Mangalore
000703.jpg,Arjun Verma,35,Smuggling,Kalaburagi
000704.jpg,Vijay Patel,31,Assault,Tumakuru
000705.jpg,Vivek Naik,24,Forgery,Bangalore
000706.jpg,Karthik Naik,27,Forgery,Tumakuru
000707.jpg,Ravi Yadav,50,Smuggling,Dharwad
000708.jpg,Kiran Gowda,47,Vehicle Theft,Udupi
000709.jpg,Prakash Patel,31,Fraud,Mysore
000710.jpg,Kiran Singh,39,Burglary,Kalaburagi
000711.jpg,Rahul Rao,47,Assault,Dharwad
000712.jpg,Deepak Rao,32,Fraud,Hubli
000713.jpg,Vijay Joshi,41,Fraud,Bangalore
000714.jpg,Amit Joshi,27,Smuggling,Mysore
000715.jpg,Amit Singh,33,Robbery,Kalaburagi
000716.jpg,Rohan Joshi,53,Forgery,Udupi
000717.jpg,Kiran Verma,48,Fraud,Bangalore
000718.jpg,Rahul Patel,55,Burglary,Tumakuru
000719.jpg,Nikhil Naik,59,Robbery,Hubli
000720.jpg,Rahul Kumar,56,Vehicle Theft,Udupi
000721.jpg,Deepak Nair,33,Assault,Hubli
000722.jpg,Akash Joshi,53,Smuggling,Bangalore
000723.jpg,Vivek Patel,41,Kidnapping,Hubli
000724.jpg,Amit Joshi,33,Forgery,Hubli
000725.jpg,Sunil Patel,59,Cyber Crime,Bangalore
000726.jpg,Deepak Verma,50,Assault,Tumakuru
000727.jpg,Varun Sharma,53,Vehicle Theft,Bangalore
000728.jpg,Manoj Reddy,41,Forgery,Bangalore
000729.jpg,Amit Sharma,34,Fraud,Belagavi
000730.jpg,Sunil Nair,46,Kidnapping,Tumakuru
000731.jpg,Anil Verma,43,Robbery,Mysore
000732.jpg,Akash Rao,32,Burglary,Udupi
000733.jpg,Manoj Gupta,49,Robbery,Hubli
000734.jpg,Prakash Yadav,38,Kidnapping,Dharwad
000735.jpg,Vivek Reddy,52,Theft,Mangalore
000736.jpg,Akash Naik,30,Theft,Kalaburagi
000737.jpg,Suresh Gowda,22,Vehicle Theft,Mysore
000738.jpg,Kiran Reddy,58,Smuggling,Udupi
000739.jpg,Arjun Shetty,51,Smuggling,Udupi
000740.jpg,Arjun Gupta,55,Forgery,Bangalore
000741.jpg,Varun Naik,32,Forgery,Kalaburagi
000742.jpg,Vivek Verma,51,Theft,Kalaburagi
000743.jpg,Manoj Gowda,23,Vehicle Theft,Kalaburagi
000744.jpg,Kiran Kumar,40,Fraud,Kalaburagi
000745.jpg,Prakash Yadav,49,Burglary,Tumakuru
000746.jpg,Karthik Yadav,25,Robbery,Dharwad
000747.jpg,Prakash Nair,23,Burglary,Shivamogga
000748.jpg,Ajay Shetty,31,Robbery,Bangalore
000749.jpg,Vivek Verma,44,Cyber Crime,Kalaburagi
000750.jpg,Manoj Joshi,58,Kidnapping,Mangalore
000751.jpg,Varun Naik,53,Burglary,Dharwad
000752.jpg,Rohan Yadav,20,Burglary,Tumakuru
000753.jpg,Rohan Singh,41,Smuggling,Mangalore
000754.jpg,Ajay Gupta,41,Burglary,Tumakuru
000755.jpg,Rohan Das,34,Robbery,Shivamogga
000756.jpg,Prakash Verma,22,Fraud,Kalaburagi
000757.jpg,Varun Verma,25,Fraud,Bangalore
000758.jpg,Kiran Naik,51,Assault,Tumakuru
000759.jpg,Vijay Singh,24,Vehicle Theft,Udupi
000760.jpg,Amit Joshi,48,Burglary,Kalaburagi
000761.jpg,Prakash Yadav,32,Smuggling,Dharwad
000762.jpg,Akash Naik,57,Vehicle Theft,Dharwad
000763.jpg,Arjun Shetty,54,Fraud,Udupi
000764.jpg,Anil Kumar,52,Assault,Mysore
000765.jpg,Rohan Joshi,47,Forgery,Dharwad
000766.jpg,Vijay Naik,55,Theft,Shivamogga
000767.jpg,Mahesh Shetty,20,Vehicle Theft,Udupi
000768.jpg,Ajay Singh,52,Kidnapping,Bangalore
000769.jpg,Manoj Verma,22,Theft,Dharwad
000770.jpg,Amit Naik,59,Smuggling,Tumakuru
000771.jpg,Kiran Das,25,Burglary,Shivamogga
000772.jpg,Rahul Singh,20,Theft,Shivamogga
000773.jpg,Vivek Nair,38,Burglary,Mysore
000774.jpg,Varun Gowda,49,Vehicle Theft,Hubli
000775.jpg,Varun Naik,49,Cyber Crime,Kalaburagi
000776.jpg,Karthik Joshi,30,Forgery,Dharwad
000777.jpg,Nikhil Singh,29,Assault,Udupi
000778.jpg,Varun Das,54,Fraud,Belagavi
000779.jpg,Amit Das,50,Forgery,Dharwad
000780.jpg,Nikhil Shetty,52,Kidnapping,Kalaburagi
000781.jpg,Deepak Reddy,28,Cyber Crime,Kalaburagi
000782.jpg,Nikhil Das,34,Smuggling,Shivamogga
000783.jpg,Vijay Verma,60,Assault,Mysore
000784.jpg,Kiran Patel,24,Robbery,Udupi
000785.jpg,Arjun Singh,48,Burglary,Tumakuru
000786.jpg,Deepak Gowda,27,Forgery,Shivamogga
000787.jpg,Varun Yadav,35,Robbery,Bangalore
000788.jpg,Sunil Gowda,42,Cyber Crime,Udupi
000789.jpg,Rohan Reddy,26,Forgery,Udupi
000790.jpg,Varun Rao,26,Cyber Crime,Udupi
000791.jpg,Mahesh Naik,49,Robbery,Dharwad
000792.jpg,Vijay Nair,37,Smuggling,Shivamogga
000793.jpg,Vivek Gupta,50,Cyber Crime,Udupi
000794.jpg,Anil Nair,23,Assault,Udupi
000795.jpg,Suresh Yadav,35,Burglary,Kalaburagi
000796.jpg,Amit Verma,27,Kidnapping,Hubli
000797.jpg,Kiran Yadav,28,Cyber Crime,Mysore
000798.jpg,Amit Joshi,40,Fraud,Kalaburagi
000799.jpg,Mahesh Gowda,54,Smuggling,Udupi
000800.jpg,Amit Joshi,26,Theft,Udupi
000801.jpg,Kiran Patel,58,Cyber Crime,Shivamogga
000802.jpg,Varun Das,59,Forgery,Udupi
000803.jpg,Suresh Reddy,21,Burglary,Udupi
000804.jpg,Manoj Nair,53,Forgery,Belagavi
000805.jpg,Amit Verma,30,Theft,Mangalore
000806.jpg,Anil Sharma,29,Burglary,Hubli
000807.jpg,Manoj Sharma,24,Burglary,Belagavi
000808.jpg,Vivek Patel,54,Theft,Mysore
000809.jpg,Amit Gupta,59,Assault,Tumakuru
000810.jpg,Vijay Patel,45,Burglary,Hubli
000811.jpg,Arjun Sharma,57,Robbery,Kalaburagi
000812.jpg,Sunil Rao,31,Smuggling,Bangalore
000813.jpg,Varun Das,28,Smuggling,Mangalore
000814.jpg,Nikhil Rao,37,Assault,Mangalore
000815.jpg,Vivek Gowda,35,Robbery,Bangalore
000816.jpg,Anil Yadav,49,Forgery,Kalaburagi
000817.jpg,Akash Shetty,29,Assault,Tumakuru
000818.jpg,Vivek Reddy,56,Cyber Crime,Shivamogga
000819.jpg,Prakash Verma,55,Kidnapping,Tumakuru
000820.jpg,Prakash Yadav,29,Kidnapping,Dharwad
000821.jpg,Sunil Shetty,60,Vehicle Theft,Bangalore
000822.jpg,Karthik Singh,39,Robbery,Mysore
000823.jpg,Sunil Naik,57,Burglary,Mysore
000824.jpg,Arjun Joshi,30,Kidnapping,Kalaburagi
000825.jpg,Anil Gowda,27,Robbery,Hubli
000826.jpg,Karthik Singh,42,Forgery,Mysore
000827.jpg,Ravi Reddy,52,Assault,Mysore
000828.jpg,Prakash Nair,42,Cyber Crime,Shivamogga
000829.jpg,Mahesh Patel,25,Assault,Mysore
000830.jpg,Vivek Nair,37,Theft,Shivamogga
000831.jpg,Sunil Kumar,23,Assault,Belagavi
000832.jpg,Anil Nair,42,Robbery,Udupi
000833.jpg,Akash Singh,24,Fraud,Udupi
000834.jpg,Sunil Naik,47,Theft,Mangalore
000835.jpg,Vivek Rao,22,Smuggling,Hubli
000836.jpg,Kiran Verma,57,Burglary,Dharwad
000837.jpg,Akash Patel,43,Assault,Mysore
000838.jpg,Sunil Das,28,Fraud,Dharwad
000839.jpg,Rahul Naik,57,Theft,Shivamogga
000840.jpg,Manoj Shetty,55,Assault,Hubli
000841.jpg,Arjun Gowda,23,Smuggling,Dharwad
000842.jpg,Vijay Das,56,Smuggling,Mysore
000843.jpg,Amit Naik,44,Forgery,Mysore
000844.jpg,Arjun Nair,36,Assault,Dharwad
000845.jpg,Nikhil Patel,45,Assault,Bangalore
000846.jpg,Mahesh Reddy,49,Burglary,Bangalore
000847.jpg,Rahul Kumar,29,Robbery,Udupi
000848.jpg,Rahul Patel,54,Burglary,Dharwad
000849.jpg,Amit Singh,34,Smuggling,Belagavi
000850.jpg,Vijay Singh,34,Assault,Belagavi
000851.jpg,Varun Singh,54,Burglary,Shivamogga
000852.jpg,Arjun Das,53,Vehicle Theft,Mangalore
000853.jpg,Suresh Das,51,Theft,Mysore
000854.jpg,Rahul Gowda,43,Smuggling,Belagavi
000855.jpg,Vijay Gowda,21,Theft,Kalaburagi
000856.jpg,Rahul Shetty,60,Assault,Udupi
000857.jpg,Ajay Joshi,36,Vehicle Theft,Hubli
000858.jpg,Amit Rao,42,Burglary,Bangalore
000859.jpg,Vijay Kumar,35,Burglary,Kalaburagi
000860.jpg,Nikhil Patel,36,Burglary,Mangalore
000861.jpg,Nikhil Rao,44,Robbery,Mangalore
000862.jpg,Vijay Yadav,56,Forgery,Shivamogga
000863.jpg,Anil Gupta,30,Cyber Crime,Kalaburagi
000864.jpg,Arjun Nair,53,Robbery,Bangalore
000865.jpg,Kiran Das,21,Theft,Hubli
000866.jpg,Vijay Patel,28,Theft,Shivamogga
000867.jpg,Ajay Singh,44,Kidnapping,Dharwad
000868.jpg,Rahul Nair,39,Robbery,Mangalore
000869.jpg,Manoj Gupta,22,Vehicle Theft,Udupi
000870.jpg,Akash Das,39,Kidnapping,Hubli
000871.jpg,Amit Nair,37,Fraud,Hubli
000872.jpg,Mahesh Yadav,36,Vehicle Theft,Bangalore
000873.jpg,Mahesh Joshi,57,Theft,Mysore
000874.jpg,Ajay Naik,55,Smuggling,Mysore
000875.jpg,Ravi Yadav,26,Smuggling,Tumakuru
000876.jpg,Arjun Sharma,59,Theft,Kalaburagi
000877.jpg,Arjun Verma,55,Kidnapping,Hubli
000878.jpg,Manoj Nair,47,Fraud,Mangalore
000879.jpg,Amit Gowda,59,Cyber Crime,Dharwad
000880.jpg,Suresh Gupta,25,Kidnapping,Udupi
000881.jpg,Sunil Gupta,33,Cyber Crime,Kalaburagi
000882.jpg,Vijay Joshi,35,Theft,Kalaburagi
000883.jpg,Prakash Singh,60,Cyber Crime,Shivamogga
000884.jpg,Ravi Shetty,43,Assault,Mysore
000885.jpg,Manoj Patel,47,Vehicle Theft,Mysore
000886.jpg,Ravi Reddy,43,Cyber Crime,Hubli
000887.jpg,Deepak Reddy,41,Vehicle Theft,Shivamogga
000888.jpg,Nikhil Verma,46,Kidnapping,Bangalore
000889.jpg,Rohan Verma,42,Assault,Hubli
000890.jpg,Manoj Sharma,46,Burglary,Bangalore
000891.jpg,Varun Kumar,59,Cyber Crime,Mangalore
000892.jpg,Varun Yadav,29,Kidnapping,Hubli
000893.jpg,Nikhil Patel,46,Smuggling,Kalaburagi
000894.jpg,Rahul Shetty,56,Robbery,Hubli
000895.jpg,Varun Singh,45,Vehicle Theft,Mysore
000896.jpg,Prakash Reddy,48,Robbery,Tumakuru
000897.jpg,Ravi Gupta,44,Smuggling,Shivamogga
000898.jpg,Akash Kumar,49,Robbery,Bangalore
000899.jpg,Deepak Naik,23,Robbery,Bangalore
000900.jpg,Rohan Joshi,47,Theft,Dharwad
000901.jpg,Ajay Gowda,57,Vehicle Theft,Bangalore
000902.jpg,Nikhil Rao,45,Assault,Dharwad
000903.jpg,Karthik Shetty,47,Kidnapping,Kalaburagi
000904.jpg,Suresh Gupta,48,Robbery,Mysore
000905.jpg,Manoj Gupta,47,Vehicle Theft,Hubli
000906.jpg,Nikhil Rao,36,Fraud,Bangalore
000907.jpg,Rohan Gowda,20,Fraud,Shivamogga
000908.jpg,Vivek Rao,22,Fraud,Hubli
000909.jpg,Manoj Naik,58,Smuggling,Kalaburagi
000910.jpg,Amit Kumar,26,Burglary,Belagavi
000911.jpg,Deepak Kumar,58,Cyber Crime,Shivamogga
000912.jpg,Karthik Verma,56,Theft,Hubli
000913.jpg,Kiran Verma,55,Smuggling,Hubli
000914.jpg,Sunil Das,24,Robbery,Dharwad
000915.jpg,Manoj Singh,46,Vehicle Theft,Belagavi
000916.jpg,Mahesh Nair,42,Forgery,Udupi
000917.jpg,Sunil Rao,57,Smuggling,Dharwad
000918.jpg,Karthik Naik,23,Fraud,Mangalore
000919.jpg,Varun Nair,55,Vehicle Theft,Hubli
000920.jpg,Amit Singh,22,Cyber Crime,Bangalore
000921.jpg,Prakash Gowda,44,Burglary,Kalaburagi
000922.jpg,Nikhil Sharma,57,Fraud,Kalaburagi
000923.jpg,Prakash Singh,53,Theft,Shivamogga
000924.jpg,Ravi Naik,51,Smuggling,Hubli
000925.jpg,Rohan Naik,44,Fraud,Bangalore
000926.jpg,Deepak Reddy,60,Burglary,Bangalore
000927.jpg,Karthik Naik,33,Assault,Udupi
000928.jpg,Ajay Kumar,29,Smuggling,Udupi
000929.jpg,Vijay Nair,53,Burglary,Mangalore
000930.jpg,Amit Yadav,53,Vehicle Theft,Tumakuru
000931.jpg,Nikhil Naik,40,Kidnapping,Mangalore
000932.jpg,Manoj Singh,59,Forgery,Tumakuru
000933.jpg,Kiran Nair,54,Assault,Mysore
000934.jpg,Arjun Joshi,38,Assault,Shivamogga
000935.jpg,Manoj Rao,59,Fraud,Mysore
000936.jpg,Karthik Yadav,45,Robbery,Kalaburagi
000937.jpg,Suresh Gupta,35,Forgery,Belagavi
000938.jpg,Varun Verma,26,Burglary,Hubli
000939.jpg,Rohan Nair,52,Kidnapping,Udupi
000940.jpg,Suresh Nair,50,Fraud,Kalaburagi
000941.jpg,Vijay Naik,43,Smuggling,Bangalore
000942.jpg,Ravi Yadav,30,Forgery,Tumakuru
000943.jpg,Rahul Singh,27,Smuggling,Mysore
000944.jpg,Manoj Sharma,44,Burglary,Tumakuru
000945.jpg,Prakash Singh,50,Vehicle Theft,Mangalore
000946.jpg,Arjun Reddy,28,Vehicle Theft,Dharwad
000947.jpg,Mahesh Yadav,26,Theft,Dharwad
000948.jpg,Vijay Joshi,44,Forgery,Bangalore
000949.jpg,Akash Yadav,40,Cyber Crime,Kalaburagi
000950.jpg,Vijay Joshi,35,Theft,Bangalore
000951.jpg,Sunil Das,43,Vehicle Theft,Hubli
000952.jpg,Rohan Gupta,30,Kidnapping,Belagavi
000953.jpg,Rahul Gowda,23,Vehicle Theft,Dharwad
000954.jpg,Mahesh Gupta,58,Robbery,Kalaburagi
000955.jpg,Prakash Naik,31,Cyber Crime,Shivamogga
